county_name,death_year,type,death_count
Venango,2003,final,698
Venango,2004,final,681
Venango,2005,final,663
Venango,2006,final,611
Venango,2007,final,594
Venango,2008,final,655
Venango,2009,final,628
Venango,2010,final,635
Venango,2011,final,705
Venango,2012,final,661
Venango,2013,final,606
Venango,2014,final,630
Venango,2015,final,664
Venango,2016,final,617
Venango,2017,final,692
Venango,2018,projected,651
Venango,2019,projected,650
Warren,2000,final,471
Warren,2001,final,497
Warren,2002,final,481
Warren,2003,final,498
Warren,2004,final,451
Warren,2005,final,493
Warren,2006,final,458
Warren,2007,final,490
Warren,2008,final,504
Warren,2009,final,492
Warren,2010,final,451
Warren,2011,final,503
Warren,2012,final,487
Warren,2013,final,539
Warren,2014,final,473
Warren,2015,final,510
Warren,2016,final,479
Warren,2017,final,538
Warren,2018,projected,494
Warren,2019,projected,499
Washington,2000,final,2445
Washington,2001,final,2568
Washington,2002,final,2449
Washington,2003,final,2354
Washington,2004,final,2483
Washington,2005,final,2386
Washington,2006,final,2369
Washington,2007,final,2301
Washington,2008,final,2495
Washington,2009,final,2433
Washington,2010,final,2419
Washington,2011,final,2500
Washington,2012,final,2494
Washington,2013,final,2538
Washington,2014,final,2498
Washington,2015,final,2618
Washington,2016,final,2501
Washington,2017,final,2632
Washington,2018,projected,2560
Washington,2019,projected,2559
Wayne,2000,final,566
Wayne,2001,final,546
Wayne,2002,final,638
Wayne,2003,final,617
Wayne,2004,final,608
Wayne,2005,final,590
Wayne,2006,final,596
Wayne,2007,final,544
Wayne,2008,final,599
Wayne,2009,final,562
Wayne,2010,final,552
Wayne,2011,final,592
Wayne,2012,final,598
Wayne,2013,final,616
Wayne,2014,final,588
Wayne,2015,final,588
Wayne,2016,final,641
Wayne,2017,final,617
Wayne,2018,projected,597
Wayne,2019,projected,594
Westmoreland,2000,final,4260
Westmoreland,2001,final,4321
Westmoreland,2002,final,4529
Westmoreland,2003,final,4402
Westmoreland,2004,final,4350
Westmoreland,2005,final,4306
Westmoreland,2006,final,4231
Westmoreland,2007,final,4291
Westmoreland,2008,final,4365
Westmoreland,2009,final,4322
Westmoreland,2010,final,4238
Westmoreland,2011,final,4400
Westmoreland,2012,final,4273
Westmoreland,2013,final,4413
Westmoreland,2014,final,4501
Westmoreland,2015,final,4601
Westmoreland,2016,final,4614
Westmoreland,2017,final,4584
Westmoreland,2018,projected,4556
Westmoreland,2019,projected,4543
Wyoming,2000,final,257
Wyoming,2001,final,260
Wyoming,2002,final,264
Wyoming,2003,final,256
Wyoming,2004,final,252
Wyoming,2005,final,292
Wyoming,2006,final,283
Wyoming,2007,final,264
Wyoming,2008,final,290
Wyoming,2009,final,294
Wyoming,2010,final,267
Wyoming,2011,final,270
Wyoming,2012,final,298
Wyoming,2013,final,298
Wyoming,2014,final,294
Wyoming,2015,final,316
Wyoming,2016,final,319
Wyoming,2017,final,346
Wyoming,2018,projected,331
Wyoming,2019,projected,339
York,2000,final,3351
York,2001,final,3286
York,2002,final,3299
York,2003,final,3272
York,2004,final,3476
York,2005,final,3439
York,2006,final,3373
York,2007,final,3440
York,2008,final,3624
York,2009,final,3545
York,2010,final,3616
York,2011,final,3763
York,2012,final,3615
York,2013,final,3786
York,2014,final,3978
York,2015,final,4235
York,2016,final,4208
York,2017,final,4239
York,2018,projected,4309
York,2019,projected,4378
