Week Begin Date,County Name,County Code,County FIPS Code,Latitude/Longitude,Total Intakes,Georeferenced Lat/Long
8/12/19,Unknown,0,,,0,
6/3/19,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
11/13/17,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
2/12/18,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
4/17/17,Blair,7,42013,"(40.4855502384, -78.349076871)",1,POINT (-78.349076871 40.4855502384)
3/12/18,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
4/3/17,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",2,POINT (-76.4618257486 40.3675970024)
1/23/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
4/8/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",48,POINT (-75.140236002 40.0044435384)
12/12/16,Luzerne,40,42079,"(41.1783643884, -75.991996098)",4,POINT (-75.991996098 41.178364388400006)
5/1/17,Clarion,16,42031,"(41.1927912877, -79.4248360769)",1,POINT (-79.4248360769 41.1927912877)
7/16/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
3/11/19,Cumberland,21,42041,"(40.167598388, -77.268662705)",2,POINT (-77.268662705 40.167598388)
4/15/19,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
4/2/18,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",3,POINT (-76.4618257486 40.3675970024)
3/13/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",0,POINT (-79.9171177889 40.9108318483)
3/19/18,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
8/19/19,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",1,POINT (-76.4618257486 40.3675970024)
6/19/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",6,POINT (-75.991996098 41.178364388400006)
8/13/18,Unknown,0,,,0,
4/10/17,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
2/26/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
11/27/17,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",31,POINT (-75.140236002 40.0044435384)
7/29/19,Warren,62,42123,"(41.8167523652, -79.278581578)",1,POINT (-79.278581578 41.8167523652)
4/3/17,Columbia,19,42037,"(41.0491208559, -76.4100217975)",2,POINT (-76.4100217975 41.0491208559)
7/22/19,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
11/5/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
4/29/19,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
6/24/19,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
1/29/18,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
11/6/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",1,POINT (-78.7189417385 40.4912749067)
7/29/19,Fulton,29,42057,"(39.9248751086, -78.1148504535)",1,POINT (-78.1148504535 39.9248751086)
5/27/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
1/28/19,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
4/8/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
6/25/18,Berks,6,42011,"(40.4193963513, -75.9307732705)",4,POINT (-75.93077327050001 40.4193963513)
3/25/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",37,POINT (-75.140236002 40.0044435384)
7/2/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
2/12/18,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
6/4/18,Schuylkill,54,42107,"(40.707512431, -76.223323851)",0,POINT (-76.223323851 40.707512431000005)
9/24/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
10/9/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",1,POINT (-77.7239884483 39.9278619704)
7/15/19,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
12/18/17,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",0,POINT (-76.4618257486 40.3675970024)
6/26/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",1,POINT (-79.9171177889 40.9108318483)
3/25/19,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
2/5/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
4/10/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
11/12/18,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",0,POINT (-76.4618257486 40.3675970024)
4/9/18,Washington,63,42125,"(40.1910966345, -80.2518008276)",1,POINT (-80.2518008276 40.1910966345)
6/5/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
11/26/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",0,POINT (-79.9171177889 40.9108318483)
6/26/17,Pike,52,42103,"(41.332571995, -75.0327092448)",2,POINT (-75.0327092448 41.332571995)
11/14/16,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",0,POINT (-76.4618257486 40.3675970024)
1/2/17,Monroe,45,42089,"(41.0609178653, -75.3408360302)",4,POINT (-75.3408360302 41.0609178653)
10/23/17,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
2/19/18,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
1/14/19,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
8/28/17,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",10,POINT (-76.2513876838 40.0459079619)
5/8/17,Monroe,45,42089,"(41.0609178653, -75.3408360302)",2,POINT (-75.3408360302 41.0609178653)
7/3/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",3,POINT (-79.471341176 40.3103149985)
11/6/17,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",2,POINT (-75.6009948118 40.6146479416)
3/27/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
11/28/16,Columbia,19,42037,"(41.0491208559, -76.4100217975)",0,POINT (-76.4100217975 41.0491208559)
7/10/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
5/7/18,Mercer,43,42085,"(41.302377765, -80.2600941079)",0,POINT (-80.26009410790002 41.302377765)
1/16/17,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
2/18/19,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
3/27/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
4/17/17,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",34,POINT (-75.140236002 40.0044435384)
6/3/19,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",1,POINT (-75.8025030296 41.8205685982)
4/23/18,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",0,POINT (-79.4731689893 40.8150952555)
2/13/17,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",5,POINT (-76.2513876838 40.0459079619)
7/8/19,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
6/10/19,Columbia,19,42037,"(41.0491208559, -76.4100217975)",2,POINT (-76.4100217975 41.0491208559)
2/5/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
10/30/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",1,POINT (-77.405775001 40.5343300836)
7/8/19,Adams,1,42001,"(39.8720956503, -77.2222427076)",1,POINT (-77.2222427076 39.8720956503)
8/19/19,Montgomery,46,42091,"(40.209898739, -75.3725200072)",7,POINT (-75.3725200072 40.209898739)
3/4/19,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",2,POINT (-77.6200308901 40.6127492804)
6/10/19,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
6/18/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
6/12/17,Bucks,9,42017,"(40.335011331, -75.1129124111)",2,POINT (-75.1129124111 40.335011331)
1/9/17,Bucks,9,42017,"(40.335011331, -75.1129124111)",12,POINT (-75.1129124111 40.335011331)
3/4/19,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
5/20/19,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
1/8/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
4/30/18,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
1/9/17,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",4,POINT (-76.7796056802 40.4197463597)
8/28/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
10/15/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
3/26/18,York,67,42133,"(39.9219253124, -76.7257605231)",6,POINT (-76.7257605231 39.9219253124)
1/23/17,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
6/18/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
7/17/17,Berks,6,42011,"(40.4193963513, -75.9307732705)",3,POINT (-75.93077327050001 40.4193963513)
8/6/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
12/18/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
1/21/19,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",1,POINT (-77.9827661036 40.4161050032)
4/10/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
10/22/18,Adams,1,42001,"(39.8720956503, -77.2222427076)",1,POINT (-77.2222427076 39.8720956503)
3/6/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
7/16/18,Warren,62,42123,"(41.8167523652, -79.278581578)",2,POINT (-79.278581578 41.8167523652)
12/10/18,Cumberland,21,42041,"(40.167598388, -77.268662705)",5,POINT (-77.268662705 40.167598388)
5/21/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
8/14/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
6/18/18,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",5,POINT (-75.6009948118 40.6146479416)
10/22/18,Chester,15,42029,"(39.9748705566, -75.7562649818)",6,POINT (-75.7562649818 39.9748705566)
12/12/16,Cambria,11,42021,"(40.4912749067, -78.7189417385)",3,POINT (-78.7189417385 40.4912749067)
5/1/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
4/1/19,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
11/21/16,Chester,15,42029,"(39.9748705566, -75.7562649818)",0,POINT (-75.7562649818 39.9748705566)
1/15/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",,POINT (-76.2513876838 40.0459079619)
7/10/17,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
8/12/19,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
12/19/16,Montgomery,46,42091,"(40.209898739, -75.3725200072)",4,POINT (-75.3725200072 40.209898739)
6/5/17,Potter,53,42105,"(41.7442064382, -77.8987922939)",1,POINT (-77.8987922939 41.7442064382)
9/17/18,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
8/7/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
7/29/19,Mercer,43,42085,"(41.302377765, -80.2600941079)",2,POINT (-80.26009410790002 41.302377765)
4/24/17,Crawford,20,42039,"(41.6854690692, -80.1132108295)",1,POINT (-80.1132108295 41.6854690692)
4/24/17,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
12/26/16,Schuylkill,54,42107,"(40.707512431, -76.223323851)",1,POINT (-76.223323851 40.707512431000005)
9/4/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",2,POINT (-75.7562649818 39.9748705566)
8/21/17,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",2,POINT (-80.3375411446 40.9932503514)
12/18/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
12/17/18,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
12/10/18,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
3/18/19,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
5/14/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
3/6/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",3,POINT (-76.7118842273 40.8515092572)
7/24/17,Fayette,26,42051,"(39.919447803, -79.6518963464)",1,POINT (-79.6518963464 39.919447803)
10/30/17,Pike,52,42103,"(41.332571995, -75.0327092448)",1,POINT (-75.0327092448 41.332571995)
11/28/16,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
5/22/17,Carbon,13,42025,"(40.9193670081, -75.7110703866)",3,POINT (-75.7110703866 40.9193670081)
2/5/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
12/24/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
7/23/18,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
3/27/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",7,POINT (-75.3725200072 40.209898739)
2/27/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",,POINT (-77.7239884483 39.9278619704)
12/17/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
9/18/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",2,POINT (-80.3510735648 40.6834924548)
1/21/19,Juniata,34,42067,"(40.5343300836, -77.405775001)",1,POINT (-77.405775001 40.5343300836)
5/29/17,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
12/17/18,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
9/4/17,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
8/6/18,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
12/18/17,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",0,POINT (-79.4731689893 40.8150952555)
8/28/17,Fayette,26,42051,"(39.919447803, -79.6518963464)",4,POINT (-79.6518963464 39.919447803)
7/30/18,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",1,POINT (-79.0010181419 41.1313909115)
12/3/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",1,POINT (-77.7239884483 39.9278619704)
8/13/18,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",5,POINT (-79.471341176 40.3103149985)
9/25/17,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
6/10/19,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
12/19/16,McKean,42,42083,"(41.810370736, -78.5712201998)",2,POINT (-78.57122019980001 41.810370736)
4/15/19,Montgomery,46,42091,"(40.209898739, -75.3725200072)",9,POINT (-75.3725200072 40.209898739)
10/8/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
3/18/19,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",2,POINT (-76.7796056802 40.4197463597)
8/20/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
7/15/19,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
11/12/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
8/14/17,York,67,42133,"(39.9219253124, -76.7257605231)",3,POINT (-76.7257605231 39.9219253124)
8/20/18,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
5/20/19,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
3/11/19,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
5/7/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",9,POINT (-75.1129124111 40.335011331)
6/3/19,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
3/11/19,Berks,6,42011,"(40.4193963513, -75.9307732705)",5,POINT (-75.93077327050001 40.4193963513)
2/18/19,York,67,42133,"(39.9219253124, -76.7257605231)",4,POINT (-76.7257605231 39.9219253124)
10/15/18,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
10/16/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
3/25/19,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
8/14/17,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
4/10/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",2,POINT (-77.268662705 40.167598388)
1/8/18,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",4,POINT (-79.471341176 40.3103149985)
7/2/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
4/9/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",1,POINT (-75.8025030296 41.8205685982)
8/5/19,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
4/9/18,Fayette,26,42051,"(39.919447803, -79.6518963464)",4,POINT (-79.6518963464 39.919447803)
9/11/17,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",1,POINT (-79.4731689893 40.8150952555)
10/16/17,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
2/5/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",1,POINT (-77.7239884483 39.9278619704)
3/6/17,Bradford,8,42015,"(41.7911781401, -76.5182562384)",1,POINT (-76.5182562384 41.7911781401)
11/12/18,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",13,POINT (-79.9861984282 40.4673554298)
3/4/19,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
7/22/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
5/8/17,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",0,POINT (-76.4618257486 40.3675970024)
10/30/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
3/20/17,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
8/12/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
1/14/19,Schuylkill,54,42107,"(40.707512431, -76.223323851)",1,POINT (-76.223323851 40.707512431000005)
1/22/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",2,POINT (-78.6494771322 41.4281941606)
9/24/18,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
2/20/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",1,POINT (-77.8250011212 40.9193135008)
3/6/17,York,67,42133,"(39.9219253124, -76.7257605231)",1,POINT (-76.7257605231 39.9219253124)
4/24/17,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
10/15/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
10/22/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",1,POINT (-80.0407591036 41.9941378702)
8/21/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",1,POINT (-75.3126372576 40.754595404)
2/26/18,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
8/7/17,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
5/29/17,Unknown,0,,,0,
1/23/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",1,POINT (-79.9171177889 40.9108318483)
8/27/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
6/25/18,Unknown,0,,,2,
1/28/19,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
1/8/18,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
11/6/17,Monroe,45,42089,"(41.0609178653, -75.3408360302)",1,POINT (-75.3408360302 41.0609178653)
6/26/17,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
8/19/19,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",5,POINT (-75.6009948118 40.6146479416)
4/10/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",4,POINT (-75.991996098 41.178364388400006)
5/13/19,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
6/11/18,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
6/18/18,Beaver,4,42007,"(40.6834924548, -80.3510735648)",1,POINT (-80.3510735648 40.6834924548)
2/27/17,Somerset,56,42111,"(39.9714629901, -79.0310020611)",,POINT (-79.0310020611 39.9714629901)
12/24/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",1,POINT (-75.7110703866 40.9193670081)
7/10/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
5/27/19,Monroe,45,42089,"(41.0609178653, -75.3408360302)",2,POINT (-75.3408360302 41.0609178653)
12/3/18,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",3,POINT (-78.4755834299 41.0004290024)
2/27/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",,POINT (-77.6428376046 41.2328627374)
11/27/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",1,POINT (-77.7239884483 39.9278619704)
12/4/17,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
7/9/18,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
3/5/18,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
8/20/18,Blair,7,42013,"(40.4855502384, -78.349076871)",1,POINT (-78.349076871 40.4855502384)
9/24/18,Centre,14,42027,"(40.9193135008, -77.8250011212)",1,POINT (-77.8250011212 40.9193135008)
7/3/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",5,POINT (-80.3510735648 40.6834924548)
11/21/16,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
9/3/18,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
5/13/19,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",4,POINT (-76.2513876838 40.0459079619)
6/19/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",3,POINT (-80.26009410790002 41.302377765)
1/21/19,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
6/11/18,Mercer,43,42085,"(41.302377765, -80.2600941079)",0,POINT (-80.26009410790002 41.302377765)
10/15/18,Franklin,28,42055,"(39.9278619704, -77.7239884483)",2,POINT (-77.7239884483 39.9278619704)
5/6/19,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
12/12/16,Northampton,48,42095,"(40.754595404, -75.3126372576)",4,POINT (-75.3126372576 40.754595404)
7/30/18,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",19,POINT (-79.9861984282 40.4673554298)
5/21/18,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
3/5/18,Monroe,45,42089,"(41.0609178653, -75.3408360302)",1,POINT (-75.3408360302 41.0609178653)
11/27/17,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
3/25/19,Luzerne,40,42079,"(41.1783643884, -75.991996098)",7,POINT (-75.991996098 41.178364388400006)
3/26/18,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
6/12/17,Montgomery,46,42091,"(40.209898739, -75.3725200072)",4,POINT (-75.3725200072 40.209898739)
11/26/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",1,POINT (-76.0181300338 41.5189248803)
11/14/16,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
2/6/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",1,POINT (-77.7239884483 39.9278619704)
6/12/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
5/15/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
1/7/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
8/13/18,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
3/27/17,Bucks,9,42017,"(40.335011331, -75.1129124111)",4,POINT (-75.1129124111 40.335011331)
5/20/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
4/3/17,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
9/24/18,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
