Week Begin Date,County Name,County Code,County FIPS Code,Latitude/Longitude,Total Intakes,Georeferenced Lat/Long
11/20/17,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
11/27/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",1,POINT (-78.7189417385 40.4912749067)
11/20/17,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",20,POINT (-75.140236002 40.0044435384)
1/22/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
11/28/16,Berks,6,42011,"(40.4193963513, -75.9307732705)",4,POINT (-75.93077327050001 40.4193963513)
6/4/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",2,POINT (-77.9827661036 40.4161050032)
4/2/18,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
6/12/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
8/5/19,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
6/17/19,Cambria,11,42021,"(40.4912749067, -78.7189417385)",1,POINT (-78.7189417385 40.4912749067)
3/13/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",1,POINT (-79.471341176 40.3103149985)
6/12/17,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",20,POINT (-79.9861984282 40.4673554298)
5/21/18,Bradford,8,42015,"(41.7911781401, -76.5182562384)",2,POINT (-76.5182562384 41.7911781401)
12/10/18,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
4/8/19,Bradford,8,42015,"(41.7911781401, -76.5182562384)",1,POINT (-76.5182562384 41.7911781401)
9/17/18,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",0,POINT (-79.4731689893 40.8150952555)
12/19/16,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
10/2/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
7/15/19,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
12/26/16,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",2,POINT (-80.3375411446 40.9932503514)
7/29/19,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
4/2/18,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
12/4/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
4/23/18,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
11/13/17,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
6/12/17,Luzerne,40,42079,"(41.1783643884, -75.991996098)",7,POINT (-75.991996098 41.178364388400006)
6/5/17,Warren,62,42123,"(41.8167523652, -79.278581578)",1,POINT (-79.278581578 41.8167523652)
8/14/17,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
7/10/17,Unknown,0,,,0,
12/18/17,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
4/1/19,Cumberland,21,42041,"(40.167598388, -77.268662705)",3,POINT (-77.268662705 40.167598388)
4/15/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
7/3/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",1,POINT (-78.1148504535 39.9248751086)
4/2/18,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",3,POINT (-76.7796056802 40.4197463597)
11/19/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
6/3/19,Somerset,56,42111,"(39.9714629901, -79.0310020611)",0,POINT (-79.0310020611 39.9714629901)
8/19/19,Lawrence,37,42073,"(40.9932503514, -80.3375411446)",0,POINT (-80.3375411446 40.9932503514)
10/23/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",3,POINT (-77.268662705 40.167598388)
1/7/19,Columbia,19,42037,"(41.0491208559, -76.4100217975)",1,POINT (-76.4100217975 41.0491208559)
7/8/19,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
2/18/19,Columbia,19,42037,"(41.0491208559, -76.4100217975)",2,POINT (-76.4100217975 41.0491208559)
9/24/18,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
5/29/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
2/26/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
6/19/17,Pike,52,42103,"(41.332571995, -75.0327092448)",2,POINT (-75.0327092448 41.332571995)
1/22/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
3/18/19,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
11/14/16,Chester,15,42029,"(39.9748705566, -75.7562649818)",9,POINT (-75.7562649818 39.9748705566)
4/3/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
7/1/19,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
8/14/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",1,POINT (-77.268662705 40.167598388)
8/5/19,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
7/16/18,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
10/29/18,Northampton,48,42095,"(40.754595404, -75.3126372576)",1,POINT (-75.3126372576 40.754595404)
4/29/19,Northampton,48,42095,"(40.754595404, -75.3126372576)",1,POINT (-75.3126372576 40.754595404)
3/5/18,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
5/1/17,Armstrong,3,42005,"(40.8150952555, -79.4731689893)",1,POINT (-79.4731689893 40.8150952555)
1/22/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",3,POINT (-75.991996098 41.178364388400006)
10/2/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",0,POINT (-77.7239884483 39.9278619704)
12/3/18,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",1,POINT (-76.4618257486 40.3675970024)
7/16/18,Monroe,45,42089,"(41.0609178653, -75.3408360302)",2,POINT (-75.3408360302 41.0609178653)
4/24/17,Tioga,59,42117,"(41.7733383358, -77.2578807579)",1,POINT (-77.2578807579 41.7733383358)
5/15/17,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",1,POINT (-76.7796056802 40.4197463597)
10/8/18,Schuylkill,54,42107,"(40.707512431, -76.223323851)",0,POINT (-76.223323851 40.707512431000005)
12/4/17,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
1/30/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",2,POINT (-80.3510735648 40.6834924548)
12/12/16,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
6/24/19,Beaver,4,42007,"(40.6834924548, -80.3510735648)",2,POINT (-80.3510735648 40.6834924548)
7/15/19,Washington,63,42125,"(40.1910966345, -80.2518008276)",3,POINT (-80.2518008276 40.1910966345)
2/26/18,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
1/7/19,Somerset,56,42111,"(39.9714629901, -79.0310020611)",1,POINT (-79.0310020611 39.9714629901)
11/20/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
2/19/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",4,POINT (-75.40627712120002 39.9165786652)
6/26/17,York,67,42133,"(39.9219253124, -76.7257605231)",3,POINT (-76.7257605231 39.9219253124)
1/9/17,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",7,POINT (-76.2513876838 40.0459079619)
2/27/17,Bedford,5,42009,"(40.0073753643, -78.4911647381)",,POINT (-78.4911647381 40.0073753643)
1/23/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
3/25/19,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",1,POINT (-77.6200308901 40.6127492804)
7/1/19,Crawford,20,42039,"(41.6854690692, -80.1132108295)",1,POINT (-80.1132108295 41.6854690692)
7/29/19,Carbon,13,42025,"(40.9193670081, -75.7110703866)",2,POINT (-75.7110703866 40.9193670081)
11/14/16,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
5/20/19,Monroe,45,42089,"(41.0609178653, -75.3408360302)",4,POINT (-75.3408360302 41.0609178653)
11/13/17,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
9/3/18,Wayne,64,42127,"(41.6496980525, -75.3051535022)",0,POINT (-75.3051535022 41.6496980525)
3/26/18,Mercer,43,42085,"(41.302377765, -80.2600941079)",2,POINT (-80.26009410790002 41.302377765)
1/7/19,Bucks,9,42017,"(40.335011331, -75.1129124111)",4,POINT (-75.1129124111 40.335011331)
12/31/18,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",5,POINT (-76.7796056802 40.4197463597)
8/19/19,Forest,27,42053,"(41.5135787577, -79.2378099483)",0,POINT (-79.2378099483 41.5135787577)
11/5/18,Pike,52,42103,"(41.332571995, -75.0327092448)",1,POINT (-75.0327092448 41.332571995)
5/8/17,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",3,POINT (-76.2513876838 40.0459079619)
10/1/18,Unknown,0,,,0,
6/25/18,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
1/23/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",2,POINT (-77.405775001 40.5343300836)
6/26/17,Bedford,5,42009,"(40.0073753643, -78.4911647381)",2,POINT (-78.4911647381 40.0073753643)
8/21/17,Erie,25,42049,"(41.9941378702, -80.0407591036)",2,POINT (-80.0407591036 41.9941378702)
6/19/17,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
1/23/17,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
7/9/18,Lehigh,39,42077,"(40.6146479416, -75.6009948118)",4,POINT (-75.6009948118 40.6146479416)
8/27/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
6/19/17,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
8/12/19,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
2/27/17,Mercer,43,42085,"(41.302377765, -80.2600941079)",,POINT (-80.26009410790002 41.302377765)
12/26/16,Montgomery,46,42091,"(40.209898739, -75.3725200072)",7,POINT (-75.3725200072 40.209898739)
1/22/18,Beaver,4,42007,"(40.6834924548, -80.3510735648)",4,POINT (-80.3510735648 40.6834924548)
3/13/17,York,67,42133,"(39.9219253124, -76.7257605231)",6,POINT (-76.7257605231 39.9219253124)
3/6/17,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
7/17/17,Schuylkill,54,42107,"(40.707512431, -76.223323851)",6,POINT (-76.223323851 40.707512431000005)
12/3/18,Cumberland,21,42041,"(40.167598388, -77.268662705)",0,POINT (-77.268662705 40.167598388)
9/11/17,Adams,1,42001,"(39.8720956503, -77.2222427076)",0,POINT (-77.2222427076 39.8720956503)
8/13/18,Clarion,16,42031,"(41.1927912877, -79.4248360769)",0,POINT (-79.4248360769 41.1927912877)
12/19/16,Schuylkill,54,42107,"(40.707512431, -76.223323851)",2,POINT (-76.223323851 40.707512431000005)
4/10/17,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
8/6/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
9/10/18,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
12/26/16,Blair,7,42013,"(40.4855502384, -78.349076871)",0,POINT (-78.349076871 40.4855502384)
8/27/18,Pike,52,42103,"(41.332571995, -75.0327092448)",0,POINT (-75.0327092448 41.332571995)
2/25/19,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
11/13/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
5/14/18,Snyder,55,42109,"(40.7711373692, -77.0725596804)",1,POINT (-77.0725596804 40.7711373692)
6/19/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
4/3/17,Sullivan,57,42113,"(41.4480993958, -76.5147922046)",0,POINT (-76.5147922046 41.4480993958)
1/29/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
11/6/17,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
2/27/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",,POINT (-76.7118842273 40.8515092572)
5/29/17,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",8,POINT (-79.471341176 40.3103149985)
6/26/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",4,POINT (-76.7118842273 40.8515092572)
6/19/17,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",0,POINT (-76.0181300338 41.5189248803)
7/1/19,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
8/28/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",2,POINT (-77.069424568 41.3445979226)
2/5/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
2/25/19,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
7/10/17,Juniata,34,42067,"(40.5343300836, -77.405775001)",0,POINT (-77.405775001 40.5343300836)
2/19/18,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
4/10/17,Tioga,59,42117,"(41.7733383358, -77.2578807579)",0,POINT (-77.2578807579 41.7733383358)
1/1/18,Fayette,26,42051,"(39.919447803, -79.6518963464)",4,POINT (-79.6518963464 39.919447803)
6/10/19,Berks,6,42011,"(40.4193963513, -75.9307732705)",4,POINT (-75.93077327050001 40.4193963513)
5/13/19,Mercer,43,42085,"(41.302377765, -80.2600941079)",1,POINT (-80.26009410790002 41.302377765)
9/4/17,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
10/1/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",13,POINT (-75.40627712120002 39.9165786652)
3/12/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
8/21/17,Monroe,45,42089,"(41.0609178653, -75.3408360302)",2,POINT (-75.3408360302 41.0609178653)
9/24/18,Montgomery,46,42091,"(40.209898739, -75.3725200072)",8,POINT (-75.3725200072 40.209898739)
5/28/18,Bucks,9,42017,"(40.335011331, -75.1129124111)",9,POINT (-75.1129124111 40.335011331)
2/6/17,Greene,30,42059,"(39.8548039342, -80.2294381655)",1,POINT (-80.2294381655 39.8548039342)
7/10/17,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
3/11/19,Blair,7,42013,"(40.4855502384, -78.349076871)",2,POINT (-78.349076871 40.4855502384)
5/13/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",38,POINT (-75.140236002 40.0044435384)
12/4/17,York,67,42133,"(39.9219253124, -76.7257605231)",2,POINT (-76.7257605231 39.9219253124)
5/6/19,Perry,50,42099,"(40.4041531744, -77.2590738496)",2,POINT (-77.2590738496 40.4041531744)
3/25/19,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
4/17/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
12/24/18,Crawford,20,42039,"(41.6854690692, -80.1132108295)",0,POINT (-80.1132108295 41.6854690692)
6/26/17,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
4/15/19,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
1/7/19,Unknown,0,,,1,
3/4/19,Crawford,20,42039,"(41.6854690692, -80.1132108295)",1,POINT (-80.1132108295 41.6854690692)
2/4/19,Luzerne,40,42079,"(41.1783643884, -75.991996098)",3,POINT (-75.991996098 41.178364388400006)
10/23/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
3/25/19,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",3,POINT (-76.7796056802 40.4197463597)
12/4/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",1,POINT (-77.8250011212 40.9193135008)
9/10/18,Susquehanna,58,42115,"(41.8205685982, -75.8025030296)",0,POINT (-75.8025030296 41.8205685982)
6/10/19,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
1/28/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
5/13/19,Unknown,0,,,0,
8/19/19,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
9/3/18,Delaware,23,42045,"(39.9165786652, -75.4062771212)",5,POINT (-75.40627712120002 39.9165786652)
7/24/17,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
2/25/19,York,67,42133,"(39.9219253124, -76.7257605231)",3,POINT (-76.7257605231 39.9219253124)
1/14/19,Northampton,48,42095,"(40.754595404, -75.3126372576)",2,POINT (-75.3126372576 40.754595404)
3/4/19,Berks,6,42011,"(40.4193963513, -75.9307732705)",2,POINT (-75.93077327050001 40.4193963513)
12/19/16,Crawford,20,42039,"(41.6854690692, -80.1132108295)",1,POINT (-80.1132108295 41.6854690692)
1/14/19,Philadelphia,51,42101,"(40.0044435384, -75.140236002)",25,POINT (-75.140236002 40.0044435384)
2/4/19,Butler,10,42019,"(40.9108318483, -79.9171177889)",3,POINT (-79.9171177889 40.9108318483)
2/6/17,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
4/29/19,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
11/6/17,Mifflin,44,42087,"(40.6127492804, -77.6200308901)",0,POINT (-77.6200308901 40.6127492804)
7/15/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
5/6/19,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
2/12/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
5/1/17,Cumberland,21,42041,"(40.167598388, -77.268662705)",2,POINT (-77.268662705 40.167598388)
11/19/18,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",10,POINT (-79.9861984282 40.4673554298)
12/3/18,Westmoreland,65,42129,"(40.3103149985, -79.471341176)",4,POINT (-79.471341176 40.3103149985)
6/12/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",5,POINT (-80.3510735648 40.6834924548)
7/9/18,Allegheny,2,42003,"(40.4673554298, -79.9861984282)",23,POINT (-79.9861984282 40.4673554298)
8/12/19,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
10/1/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
5/6/19,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
7/15/19,Lycoming,41,42081,"(41.3445979226, -77.069424568)",1,POINT (-77.069424568 41.3445979226)
6/19/17,Franklin,28,42055,"(39.9278619704, -77.7239884483)",3,POINT (-77.7239884483 39.9278619704)
11/20/17,Indiana,32,42063,"(40.6529549748, -79.0933349286)",1,POINT (-79.0933349286 40.6529549748)
4/29/19,Venango,61,42121,"(41.4034125863, -79.7628656104)",0,POINT (-79.7628656104 41.4034125863)
2/25/19,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
6/25/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
4/9/18,Greene,30,42059,"(39.8548039342, -80.2294381655)",1,POINT (-80.2294381655 39.8548039342)
12/11/17,Warren,62,42123,"(41.8167523652, -79.278581578)",0,POINT (-79.278581578 41.8167523652)
10/8/18,Carbon,13,42025,"(40.9193670081, -75.7110703866)",0,POINT (-75.7110703866 40.9193670081)
11/12/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",0,POINT (-80.0407591036 41.9941378702)
7/17/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",3,POINT (-75.3126372576 40.754595404)
9/3/18,Dauphin,22,42043,"(40.4197463597, -76.7796056802)",0,POINT (-76.7796056802 40.4197463597)
1/30/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
7/22/19,Erie,25,42049,"(41.9941378702, -80.0407591036)",2,POINT (-80.0407591036 41.9941378702)
4/9/18,Lycoming,41,42081,"(41.3445979226, -77.069424568)",2,POINT (-77.069424568 41.3445979226)
8/19/19,Washington,63,42125,"(40.1910966345, -80.2518008276)",2,POINT (-80.2518008276 40.1910966345)
4/8/19,Lebanon,38,42075,"(40.3675970024, -76.4618257486)",2,POINT (-76.4618257486 40.3675970024)
8/28/17,Perry,50,42099,"(40.4041531744, -77.2590738496)",0,POINT (-77.2590738496 40.4041531744)
7/24/17,McKean,42,42083,"(41.810370736, -78.5712201998)",0,POINT (-78.57122019980001 41.810370736)
1/28/19,Wayne,64,42127,"(41.6496980525, -75.3051535022)",2,POINT (-75.3051535022 41.6496980525)
2/11/19,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
2/4/19,Wyoming,66,42131,"(41.5189248803, -76.0181300338)",2,POINT (-76.0181300338 41.5189248803)
7/8/19,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",0,POINT (-78.4755834299 41.0004290024)
10/9/17,Bedford,5,42009,"(40.0073753643, -78.4911647381)",0,POINT (-78.4911647381 40.0073753643)
3/6/17,Columbia,19,42037,"(41.0491208559, -76.4100217975)",1,POINT (-76.4100217975 41.0491208559)
7/3/17,Centre,14,42027,"(40.9193135008, -77.8250011212)",0,POINT (-77.8250011212 40.9193135008)
4/16/18,Huntingdon,31,42061,"(40.4161050032, -77.9827661036)",0,POINT (-77.9827661036 40.4161050032)
5/14/18,Fulton,29,42057,"(39.9248751086, -78.1148504535)",0,POINT (-78.1148504535 39.9248751086)
10/22/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",2,POINT (-79.7628656104 41.4034125863)
3/18/19,Elk,24,42047,"(41.4281941606, -78.6494771322)",1,POINT (-78.6494771322 41.4281941606)
1/30/17,Butler,10,42019,"(40.9108318483, -79.9171177889)",2,POINT (-79.9171177889 40.9108318483)
3/19/18,Warren,62,42123,"(41.8167523652, -79.278581578)",1,POINT (-79.278581578 41.8167523652)
11/27/17,Cameron,12,42023,"(41.4388026531, -78.2091693241)",0,POINT (-78.2091693241 41.4388026531)
2/20/17,Snyder,55,42109,"(40.7711373692, -77.0725596804)",0,POINT (-77.0725596804 40.7711373692)
2/27/17,Beaver,4,42007,"(40.6834924548, -80.3510735648)",,POINT (-80.3510735648 40.6834924548)
10/22/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",1,POINT (-76.7118842273 40.8515092572)
8/19/19,Unknown,0,,,0,
6/19/17,Northampton,48,42095,"(40.754595404, -75.3126372576)",4,POINT (-75.3126372576 40.754595404)
8/12/19,Union,60,42119,"(40.9647313096, -77.0641580308)",0,POINT (-77.0641580308 40.9647313096)
12/25/17,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
6/26/17,Clearfield,17,42033,"(41.0004290024, -78.4755834299)",1,POINT (-78.4755834299 41.0004290024)
3/12/18,Bradford,8,42015,"(41.7911781401, -76.5182562384)",0,POINT (-76.5182562384 41.7911781401)
5/27/19,Fayette,26,42051,"(39.919447803, -79.6518963464)",1,POINT (-79.6518963464 39.919447803)
6/24/19,Potter,53,42105,"(41.7442064382, -77.8987922939)",0,POINT (-77.8987922939 41.7442064382)
12/18/17,Washington,63,42125,"(40.1910966345, -80.2518008276)",4,POINT (-80.2518008276 40.1910966345)
2/20/17,Clinton,18,42035,"(41.2328627374, -77.6428376046)",0,POINT (-77.6428376046 41.2328627374)
9/25/17,Monroe,45,42089,"(41.0609178653, -75.3408360302)",1,POINT (-75.3408360302 41.0609178653)
12/19/16,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
2/19/18,Juniata,34,42067,"(40.5343300836, -77.405775001)",1,POINT (-77.405775001 40.5343300836)
12/31/18,Indiana,32,42063,"(40.6529549748, -79.0933349286)",0,POINT (-79.0933349286 40.6529549748)
8/5/19,Venango,61,42121,"(41.4034125863, -79.7628656104)",1,POINT (-79.7628656104 41.4034125863)
7/2/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",4,POINT (-80.0407591036 41.9941378702)
2/19/18,Elk,24,42047,"(41.4281941606, -78.6494771322)",0,POINT (-78.6494771322 41.4281941606)
7/16/18,Jefferson,33,42065,"(41.1313909115, -79.0010181419)",0,POINT (-79.0010181419 41.1313909115)
12/25/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",1,POINT (-75.7562649818 39.9748705566)
2/11/19,Lycoming,41,42081,"(41.3445979226, -77.069424568)",0,POINT (-77.069424568 41.3445979226)
2/5/18,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",2,POINT (-76.7118842273 40.8515092572)
10/8/18,Venango,61,42121,"(41.4034125863, -79.7628656104)",2,POINT (-79.7628656104 41.4034125863)
2/26/18,Monroe,45,42089,"(41.0609178653, -75.3408360302)",1,POINT (-75.3408360302 41.0609178653)
12/17/18,Erie,25,42049,"(41.9941378702, -80.0407591036)",3,POINT (-80.0407591036 41.9941378702)
9/3/18,Luzerne,40,42079,"(41.1783643884, -75.991996098)",11,POINT (-75.991996098 41.178364388400006)
11/12/18,Lancaster,36,42071,"(40.0459079619, -76.2513876838)",5,POINT (-76.2513876838 40.0459079619)
1/16/17,Cambria,11,42021,"(40.4912749067, -78.7189417385)",0,POINT (-78.7189417385 40.4912749067)
3/4/19,Greene,30,42059,"(39.8548039342, -80.2294381655)",0,POINT (-80.2294381655 39.8548039342)
5/8/17,Northumberland,49,42097,"(40.8515092572, -76.7118842273)",0,POINT (-76.7118842273 40.8515092572)
7/23/18,Montour,47,42093,"(41.0280182438, -76.6647052668)",0,POINT (-76.6647052668 41.0280182438)
2/27/17,Chester,15,42029,"(39.9748705566, -75.7562649818)",,POINT (-75.7562649818 39.9748705566)
